blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redCSPerMin,redGoldPerMin,blue_objective_share,blue_vision_share,blue_kill_share,log_blueTotalGold,log_blueTotalExperience,log_redTotalGold,log_redTotalExperience,log_blueGoldPerMin,log_redGoldPerMin
105,1,1,6,7,3,0,0,0,0,15720,6.8,17660,187,43,-1862,-1326,18.7,1572.0,13,3,0,7,6,6,1,0,1,0,17582,7.2,18986,240,52,24.0,1758.2,0.0,0.8898305084745762,0.46153846153846156,9.662752677191515,9.779114097696372,9.77468780514454,9.851509813443416,7.360739903058278,7.472614439240552
12,4,0,8,4,15,0,0,0,0,16894,7.2,18333,219,40,1077,1096,21.9,1689.4,16,1,1,4,8,4,0,0,0,0,15817,6.8,17237,208,63,20.8,1581.7,0.0,0.42857142857142855,0.6666666666666666,9.73477299914839,9.816512538521721,9.668903811079362,9.754871528207344,7.432720466301847,7.366887528339237
20,4,0,6,8,5,1,0,1,0,16022,6.8,17899,206,44,-3063,-1676,20.6,1602.2,18,4,1,8,6,12,1,1,0,0,19085,7.2,19575,240,55,24.0,1908.5,0.5,0.5263157894736842,0.42857142857142855,9.68178046900788,9.792555991828847,9.8567103609772,9.882059605122508,7.379756910890546,7.554596706665571
16,3,1,6,9,8,1,1,0,0,16052,7.0,17653,221,45,-1558,-500,22.1,1605.2,16,3,0,9,6,9,0,0,0,0,17610,7.0,18153,212,40,21.2,1761.0,1.0,0.5,0.4,9.683651026979414,9.778717665580178,9.776278985795086,9.806646201086572,7.381626419754362,7.474204806496124
18,4,1,5,5,7,0,0,0,0,16524,7.0,18962,245,59,96,-21,24.5,1652.4,22,2,0,5,5,6,2,1,1,0,16428,7.0,18983,257,56,25.7,1642.8,0.0,0.45,0.5,9.712629664719888,9.850244991140409,9.706803344906337,9.8513517981156,7.410589052818575,7.4047659137143995
14,2,1,8,10,3,1,0,1,0,16674,6.8,18357,223,40,-1577,-716,22.3,1667.4,81,1,0,10,8,11,0,0,0,0,18251,7.0,19073,209,50,20.9,1825.1,1.0,0.14736842105263157,0.4444444444444444,9.721665870783825,9.817820725779036,9.812029942047293,9.856081430138858,7.4196203623227905,7.509937824167989
13,6,1,13,3,19,1,1,0,2,21872,7.2,19671,225,36,7404,5156,22.5,2187.2,14,0,0,3,13,3,0,0,0,0,14468,6.2,14515,169,50,16.9,1446.8,1.0,0.48148148148148145,0.8125,9.99300827847454,9.886951583896028,9.579763708737081,9.583006768332961,7.69083456704269,7.277800441859041
15,3,1,8,9,8,0,0,0,0,17802,7.2,18241,226,55,-201,-14,22.6,1780.2,18,4,0,9,8,11,1,1,0,0,18003,6.8,18255,203,52,20.3,1800.3,0.0,0.45454545454545453,0.47058823529411764,9.787122261404862,9.811481906740104,9.798349234412823,9.812249072101856,7.485042573447547,7.496263905429513
12,2,0,3,7,2,1,1,0,0,14663,6.8,17795,206,59,-1984,-715,20.6,1466.3,13,1,1,7,3,9,0,0,0,0,16647,7.0,18510,205,52,20.5,1664.7,1.0,0.48,0.3,9.593150789519541,9.786728991925932,9.720045368073471,9.826120428959685,7.291179256213421,7.418000734483062
18,3,1,5,8,3,0,0,0,0,15177,6.6,16094,206,33,-2399,-2317,20.6,1517.7,15,3,0,8,5,7,1,1,0,0,17576,7.0,18411,243,47,24.3,1757.6,0.0,0.5454545454545454,0.38461538461538464,9.627602289963859,9.686263943732909,9.774346508212899,9.820757904937132,7.325609984736224,7.472273316944902
13,4,1,7,7,5,0,0,0,0,17623,7.2,19660,233,68,724,1268,23.3,1762.3,14,2,0,7,7,7,1,1,0,0,16899,7.2,18392,223,56,22.3,1689.9,0.0,0.48148148148148145,0.5,9.777016888482178,9.886392257107492,9.735068900911164,9.819725436430797,7.474942332413878,7.433016210544383
19,5,1,6,2,6,1,1,0,0,17354,7.4,19609,263,64,2944,3092,26.3,1735.4,21,6,0,2,6,2,0,0,0,0,14410,6.4,16517,232,44,23.2,1441.0,1.0,0.475,0.75,9.761635928295886,9.883794919190391,9.575747082838362,9.712205974370661,7.459569283425439,7.273786317844895
15,2,0,5,5,5,0,0,0,0,15552,7.0,16960,211,44,726,-512,21.1,1555.2,16,3,1,5,5,3,1,1,0,0,14826,6.8,17472,192,42,19.2,1482.6,0.0,0.4838709677419355,0.5,9.65200882504456,9.738671869871839,9.604205122018026,9.768412111339039,7.35000223118283,7.302226845615436
14,4,1,8,3,8,0,0,0,0,18513,7.2,18739,250,40,4098,1004,25.0,1851.3,12,0,0,3,8,4,0,0,0,0,14415,6.8,17735,194,60,19.4,1441.5,0.0,0.5384615384615384,0.7272727272727273,9.826282481627157,9.838415555792412,9.57609397984812,9.783351751296147,7.524183389128678,7.274132998382255
69,3,0,10,5,19,1,1,0,0,18625,7.0,18540,231,39,3201,2000,23.1,1862.5,14,3,1,5,10,5,1,0,1,0,15424,6.8,16540,191,60,19.1,1542.4,0.5,0.8313253012048193,0.6666666666666666,9.832313733081604,9.827739775097854,9.643744848773588,9.713597426242222,7.530211718919313,7.341743054023503
14,3,1,2,7,2,0,0,0,0,14645,6.8,16717,224,44,-1518,-2542,22.4,1464.5,58,2,0,7,2,4,0,0,0,0,16163,7.2,19259,207,60,20.7,1616.3,0.0,0.19444444444444445,0.2222222222222222,9.591922539621015,9.7242412622591,9.690541826198364,9.865785685352117,7.289951760150947,7.3885133711257325
15,4,1,5,4,6,1,0,1,0,16457,7.0,18669,229,60,1023,1754,22.9,1645.7,19,2,0,4,5,7,0,0,0,0,15434,6.6,16915,219,53,21.9,1543.4,1.0,0.4411764705882353,0.5555555555555556,9.708566960165658,9.834673236535767,9.64439293693626,9.73601519859238,7.406528564223954,7.342390764390081
17,3,0,7,6,8,0,0,0,0,16441,6.4,16272,218,42,132,-2613,21.8,1644.1,39,5,1,6,7,6,1,1,0,0,16309,7.0,18885,203,69,20.3,1630.9,0.0,0.30357142857142855,0.5384615384615384,9.707594315712079,9.697262571660614,9.69953369561506,9.846176185823014,7.405556451625374,7.397500259136889
17,5,1,1,3,1,0,0,0,0,15221,6.8,17418,266,45,-179,-463,26.6,1522.1,14,4,0,3,1,4,1,1,0,0,15400,6.6,17881,240,46,24.0,1540.0,0.0,0.5483870967741935,0.25,9.630497028827337,9.765316843477462,9.642187721358466,9.791549899295264,7.328503010621458,7.340186835320115
57,3,1,8,7,5,0,0,0,0,16204,6.6,17473,184,47,-1016,-1306,18.4,1620.4,17,4,0,7,8,7,1,1,0,0,17220,7.0,18779,210,51,21.0,1722.0,0.0,0.7702702702702703,0.5333333333333333,9.693075115575647,9.76846934085804,9.7538848483049,9.840547752762253,7.391045252553607,7.45182223652793
37,6,1,6,8,7,0,0,0,0,16595,7.2,18766,217,57,-829,289,21.7,1659.5,19,1,0,8,6,10,2,1,1,0,17424,7.2,18477,220,62,22.0,1742.4,0.0,0.6607142857142857,0.42857142857142855,9.716916981452759,9.839855287291273,9.765661235628725,9.824336114230691,7.414874040816802,7.4635925085774755
22,2,0,8,5,12,1,1,0,0,17991,7.4,19538,219,60,2664,3273,21.9,1799.1,16,5,1,5,8,7,0,0,0,0,15327,6.6,16265,187,40,18.7,1532.7,1.0,0.5789473684210527,0.6153846153846154,9.797682493639151,9.88016774721451,9.637436500210642,9.69683231872672,7.495597497896659,7.335438395656734
13,2,0,3,9,1,0,0,0,0,14100,6.4,16543,189,52,-4603,-3046,18.9,1410.0,17,4,1,9,3,8,2,1,1,0,18703,7.2,19589,241,65,24.1,1870.3,0.0,0.43333333333333335,0.25,9.55400099583723,9.713778777308155,9.83649268371185,9.882774510938587,7.252053951852814,7.534388655483743
14,2,0,10,4,9,1,1,0,0,18779,7.2,19556,252,47,3679,2110,25.2,1877.9,60,0,1,4,10,3,0,0,0,0,15100,6.6,17446,203,56,20.3,1510.0,1.0,0.1891891891891892,0.7142857142857143,9.840547752762253,9.88108855759265,9.62251624577579,9.766922993079902,7.538441778199477,7.32052696227274
48,3,1,3,5,2,0,0,0,0,14349,6.6,16271,205,36,-1005,-251,20.5,1434.9,17,4,0,5,3,3,0,0,0,0,15354,6.4,16522,228,40,22.8,1535.4,0.0,0.7384615384615385,0.375,9.571505221187767,9.69720111828834,9.639196432874924,9.71250862865099,7.269547109300332,7.33719729647175
16,6,0,7,6,4,0,0,0,0,17641,7.2,19312,237,50,1496,1352,23.7,1764.1,18,2,1,6,7,4,1,1,0,0,16145,7.0,17960,214,43,21.4,1614.5,0.0,0.47058823529411764,0.5384615384615384,9.778037701818713,9.8685337232726,9.68942761995496,9.795958019593462,7.475962624986233,7.387399785264553
15,2,1,6,3,4,1,1,0,0,16980,7.0,18593,241,44,2642,1346,24.1,1698.0,16,3,0,3,6,5,0,0,0,0,14338,6.6,17247,188,54,18.8,1433.8,1.0,0.4838709677419355,0.6666666666666666,9.739850350946302,9.830594227015803,9.57073837671504,9.755451473708725,7.4377951216719325,7.268780745658128
48,4,1,6,6,9,1,1,0,0,16301,6.8,17430,210,51,-303,312,21.0,1630.1,19,6,0,6,6,11,1,0,1,0,16604,6.8,17118,210,59,21.0,1660.4,0.5,0.7164179104477612,0.5,9.699043078654404,9.766005509214866,9.717459133810847,9.747944236774778,7.397009912819985,7.415415899404971
37,1,1,4,7,4,1,1,0,0,14867,7.0,17173,216,35,-2153,-2348,21.6,1486.7,15,2,0,7,4,4,0,0,0,0,17020,7.2,19521,220,75,22.0,1702.0,1.0,0.7115384615384616,0.36363636363636365,9.606966531417143,9.75115189123243,9.742203154807973,9.879297313734911,7.304986582163198,7.440146680662688
17,3,1,5,4,6,2,1,1,0,16635,7.0,18522,217,51,799,239,21.7,1663.5,61,0,0,4,5,9,0,0,0,0,15836,6.8,18283,240,52,24.0,1583.6,1.0,0.21794871794871795,0.5555555555555556,9.719324300862802,9.826768482122723,9.670104253491726,9.813781639451635,7.41728005701508,7.368087288531141
46,1,0,4,10,3,0,0,0,0,15400,6.6,16607,188,45,-2552,-2052,18.8,1540.0,51,2,1,10,4,13,1,1,0,0,17952,6.8,18659,212,50,21.2,1795.2,0.0,0.4742268041237113,0.2857142857142857,9.642187721358466,9.717639785965615,9.795512510870829,9.834137474401334,7.340186835320115,7.493428601236849
18,4,1,5,2,8,0,0,0,0,16684,7.4,19585,240,59,2672,1784,24.0,1668.4,15,2,0,2,5,2,0,0,0,0,14012,7.0,17801,220,47,22.0,1401.2,0.0,0.5454545454545454,0.7142857142857143,9.722265391185474,9.88257030428074,9.547740749170218,9.787066089518877,7.420219559416636,7.245797710772868
18,4,1,10,2,8,2,1,1,0,18826,7.2,19835,259,52,5616,3916,25.9,1882.6,15,4,0,2,10,2,0,0,0,0,13210,6.6,15919,184,36,18.4,1321.0,1.0,0.5454545454545454,0.8333333333333334,9.843047288724712,9.895253747609024,9.488805094878353,9.675331459398373,7.5409401183694,7.186901020411631
15,3,1,10,6,16,2,1,1,0,18718,7.4,18807,214,71,2404,927,21.4,1871.8,17,0,0,6,10,6,0,0,0,0,16314,7.0,17880,228,60,22.8,1631.4,1.0,0.46875,0.625,9.83729432980133,9.842037590219906,9.699840209027421,9.791493975575204,7.535189916176701,7.3978066035316505
17,2,1,7,3,8,0,0,0,0,16990,6.8,17608,187,60,2565,1235,18.7,1699.0,14,4,0,3,7,2,0,0,0,0,14425,6.4,16373,212,41,21.2,1442.5,0.0,0.5483870967741935,0.7,9.740439071085758,9.776165413960777,9.576787413063618,9.703449989936393,7.438383530044307,7.2748259991029895
16,2,0,2,5,1,0,0,0,0,14182,6.8,16753,220,52,-1700,-1053,22.0,1418.2,12,2,1,5,2,3,0,0,0,0,15882,6.8,17806,223,43,22.3,1588.2,0.0,0.5714285714285714,0.2857142857142857,9.559799343294607,9.726392314713754,9.673004633835156,9.787346917401315,7.257848611555315,7.370986023940444
20,5,0,3,3,4,1,1,0,0,14771,6.8,17669,234,52,-916,190,23.4,1477.1,19,5,1,3,3,5,0,0,0,0,15687,6.8,17479,242,42,24.2,1568.7,1.0,0.5128205128205128,0.5,9.600488775972455,9.779623565313742,9.660651367876183,9.768812649209526,7.298512758218027,7.358639797281161
13,1,1,7,0,8,0,0,0,0,17269,7.2,19988,244,52,3425,3823,24.4,1726.9,15,2,0,0,7,0,1,1,0,0,13844,6.6,16165,228,52,22.8,1384.4,0.0,0.4642857142857143,1.0,9.756726171140725,9.902937401230647,9.535679435605061,9.69066555029379,7.454662077319076,7.233744185588505
18,6,1,5,3,4,1,1,0,0,16379,6.8,18268,240,44,1429,1224,24.0,1637.9,20,4,0,3,5,4,0,0,0,0,14950,6.8,17044,226,52,22.6,1495.0,1.0,0.47368421052631576,0.625,9.70381635740706,9.81296091333657,9.612533466213927,9.743612184572003,7.401780564069782,7.310550158534422
34,6,1,6,3,8,0,0,0,0,16240,6.6,16345,200,51,2171,960,20.0,1624.0,17,5,0,3,6,5,0,0,0,0,14069,6.2,15385,193,47,19.3,1406.9,0.0,0.6666666666666666,0.6666666666666666,9.695294188174604,9.701738498076075,9.551800150108434,9.64121328401888,7.393263094763838,7.249854511468482
12,5,0,10,12,7,0,0,0,0,17431,6.8,17722,202,48,-1294,-267,20.2,1743.1,17,2,1,12,10,20,0,0,0,0,18725,6.8,17989,195,65,19.5,1872.5,0.0,0.41379310344827586,0.45454545454545453,9.766062876624456,9.782618510055139,9.837668211498835,9.79757132694458,7.463993942274623,7.535563618233742
12,6,1,5,8,4,0,0,0,0,16116,6.8,16953,233,43,-89,-953,23.3,1611.6,16,2,0,8,5,3,1,1,0,0,16205,6.8,17906,213,52,21.3,1620.5,0.0,0.42857142857142855,0.38461538461538464,9.687629894522718,9.73825907316835,9.693136823020671,9.79294697683676,7.3856030622509214,7.391106925747373
17,6,0,4,2,2,0,0,0,0,14841,7.0,17969,183,72,-224,635,18.3,1484.1,41,4,1,2,4,2,2,1,1,0,15065,6.8,17334,234,56,23.4,1506.5,0.0,0.29310344827586204,0.6666666666666666,9.60521627853008,9.796458979777604,9.62019582838564,9.760482858119124,7.3032373890369,7.318207928601341
13,3,0,9,10,6,0,0,0,0,16774,7.0,17746,176,64,-1130,275,17.6,1677.4,59,2,1,10,9,12,0,0,0,0,17904,6.8,17471,206,32,20.6,1790.4,0.0,0.18055555555555555,0.47368421052631576,9.727644961839882,9.783971766534565,9.792835282432533,9.768354878544631,7.425596237642033,7.490752716041095
14,1,0,0,5,0,0,0,0,0,13561,6.6,16518,220,51,-1958,-1775,22.0,1356.1,15,3,1,5,0,4,1,1,0,0,15519,7.0,18293,223,37,22.3,1551.9,0.0,0.4827586206896552,0.0,9.515027043243787,9.712266512555141,9.64988479373721,9.81432841621631,7.213105349087325,7.347879429575143
13,3,1,3,3,3,0,0,0,0,16064,7.2,18651,247,56,1117,472,24.7,1606.4,17,2,0,3,3,0,2,1,1,0,14947,6.8,18179,229,54,22.9,1494.7,0.0,0.43333333333333335,0.5,9.68439827154996,9.833708657928211,9.612332790605375,9.80807736773147,7.382373245778618,7.310349603665281
22,4,0,5,7,3,1,0,1,0,15475,7.0,18145,198,59,-810,-305,19.8,1547.5,13,5,1,7,5,11,1,1,0,0,16285,7.0,18450,212,52,21.2,1628.5,0.5,0.6285714285714286,0.4166666666666667,9.647045715820404,9.806205429729575,9.698061122027077,9.822873848541882,7.345041999413257,7.396028498277616
14,1,1,6,10,5,0,0,0,0,17250,7.0,18266,222,60,-862,-1596,22.2,1725.0,11,1,0,10,6,11,0,0,0,0,18112,7.4,19862,216,43,21.6,1811.2,0.0,0.56,0.375,9.755625391793744,9.812851432276684,9.804385191492917,9.896613983592955,7.453561871643373,7.50229685578796
12,2,1,11,5,7,2,1,1,0,18576,7.2,20102,227,59,2276,1971,22.7,1857.6,15,1,0,5,11,6,0,0,0,0,16300,7.0,18131,213,67,21.3,1630.0,1.0,0.4444444444444444,0.6875,9.829679535391405,9.90862433664128,9.69898173460629,9.80543361206074,7.5275787951232385,7.396948602621014
16,3,0,4,9,5,1,0,1,0,14354,6.4,15677,173,49,-4324,-2979,17.3,1435.4,30,3,1,9,4,13,1,1,0,0,18678,7.0,18656,213,55,21.3,1867.8,0.5,0.34782608695652173,0.3076923076923077,9.571853592555165,9.660013734748668,9.835155177159303,9.833976689772,7.269895262351928,7.533051792633908
16,2,0,6,5,6,0,0,0,0,16496,7.0,18365,244,48,120,1543,24.4,1649.6,19,0,1,5,6,14,1,1,0,0,16376,6.6,16822,206,70,20.6,1637.6,0.0,0.45714285714285713,0.5454545454545454,9.710933825175925,9.818256408173468,9.703633190449867,9.730502276719161,7.408894137158584,7.401597497707714
13,3,0,7,5,2,1,1,0,0,17247,7.2,19189,249,63,2152,2575,24.9,1724.7,17,2,1,5,7,7,0,0,0,0,15095,6.8,16614,178,40,17.8,1509.5,1.0,0.43333333333333335,0.5833333333333334,9.755451473708725,9.862144589001746,9.622185087048386,9.718061180788695,7.453388044253534,7.320196000826726
30,4,0,7,4,7,0,0,0,0,16559,7.0,18604,205,45,715,545,20.5,1655.9,16,2,1,4,7,4,1,1,0,0,15844,6.8,18059,235,54,23.5,1584.4,0.0,0.6521739130434783,0.6363636363636364,9.71474542793925,9.831185640780722,9.670609272125022,9.801454826970977,7.412703665575251,7.368592020403056
16,1,1,9,4,11,0,0,0,0,17685,7.0,17947,224,36,2260,248,22.4,1768.5,17,1,0,4,9,3,0,0,0,0,15425,7.0,17699,226,47,22.6,1542.5,0.0,0.48484848484848486,0.6923076923076923,9.78052864513568,9.795233967095873,9.643809676493944,9.78131991856192,7.478452299785518,7.341807843942214
20,2,0,5,7,10,1,0,1,0,15793,6.4,16329,215,64,-1254,-293,21.5,1579.3,16,4,1,7,5,11,0,0,0,0,17047,6.8,16622,188,37,18.8,1704.7,1.0,0.5555555555555556,0.4166666666666667,9.667385400057526,9.700759185964511,9.743788173778453,9.718542557535459,7.365369981415058,7.4417308626468275
33,0,1,7,10,10,0,0,0,0,16425,6.8,16635,207,36,-964,-1439,20.7,1642.5,14,1,0,10,7,7,0,0,0,0,17389,7.0,18074,189,44,18.9,1738.9,0.0,0.7021276595744681,0.4117647058823529,9.706620724300137,9.719324300862802,9.763650607348328,9.802285047026965,7.404583393104274,7.46158291929267
16,2,0,1,7,1,0,0,0,0,14513,6.6,17238,218,48,-2382,-2219,21.8,1451.3,15,4,1,7,1,5,1,1,0,0,16895,7.2,19457,248,56,24.8,1689.5,0.0,0.5161290322580645,0.125,9.582868979838082,9.754929537894979,9.734832186505988,9.876013575535373,7.280903785613758,7.43277962214794
24,7,0,12,12,17,1,0,1,1,19272,6.8,16786,188,36,-967,-965,18.8,1927.2,18,3,1,12,12,23,0,0,0,1,20239,7.0,17751,222,56,22.2,2023.9,1.0,0.5714285714285714,0.5,9.866460431699052,9.728360056322414,9.915416123401402,9.78425346461243,7.56434220423028,7.613275595605224
17,3,0,1,10,0,0,0,0,0,13881,6.6,16578,215,55,-3756,-1406,21.5,1388.1,40,3,1,10,1,10,1,1,0,0,17637,7.2,17984,184,40,18.4,1763.7,0.0,0.2982456140350877,0.09090909090909091,9.53834831589953,9.715892113239466,9.777810944448126,9.797293356129725,7.236411334403344,7.475735983249187
20,2,1,8,6,10,0,0,0,0,17828,7.0,18836,229,43,1042,-31,22.9,1782.8,16,4,0,6,8,3,0,0,0,0,16786,7.0,18867,231,52,23.1,1678.6,0.0,0.5555555555555556,0.5714285714285714,9.788581624034771,9.84357829978222,9.728360056322414,9.845222644404153,7.486501199232107,7.4263109488100385
14,1,0,5,8,3,0,0,0,0,16367,7.2,18191,254,48,-1204,-717,25.4,1636.7,42,3,1,8,5,8,1,1,0,0,17571,7.0,18908,218,56,21.8,1757.1,0.0,0.25,0.38461538461538464,9.703083488191409,9.808737215990318,9.77406200509567,9.84739327818122,7.4010480974558215,7.471988959448744
55,2,1,8,6,7,1,1,0,0,17403,7.4,19112,215,47,1518,1874,21.5,1740.3,17,1,0,6,8,9,0,0,0,0,15885,6.6,17238,192,40,19.2,1588.5,1.0,0.7638888888888888,0.5714285714285714,9.76445534384057,9.858124010784598,9.673193497193077,9.754929537894979,7.462387239685337,7.371174780350858
85,3,1,4,8,5,0,0,0,0,15426,7.0,17467,226,47,-2023,-2678,22.6,1542.6,16,2,0,8,4,4,1,1,0,0,17449,7.4,20145,251,60,25.1,1744.9,0.0,0.8415841584158416,0.3333333333333333,9.64387450001194,9.768125914605452,9.767094927630573,9.910761036502626,7.341872629663464,7.465025460990729
13,2,0,7,7,10,1,1,0,0,16397,6.6,17090,222,40,-1023,-2028,22.2,1639.7,39,1,1,7,7,6,0,0,0,0,17420,7.2,19118,243,52,24.3,1742.0,1.0,0.25,0.5,9.704914655156124,9.746307288148506,9.76543165404016,9.858437883982404,7.402878259020837,7.463363045520021
20,12,1,4,5,5,0,0,0,0,15463,7.2,18378,215,60,25,327,21.5,1546.3,50,7,0,5,4,5,0,0,0,0,15438,7.0,18051,215,44,21.5,1543.8,0.0,0.2857142857142857,0.4444444444444444,9.646270020888167,9.818963987465475,9.644652054641927,9.801011760946892,7.344266755495627,7.342649731114305
23,6,1,7,6,5,1,1,0,0,16898,7.0,17534,226,53,599,267,22.6,1689.8,29,6,0,6,7,7,1,0,1,0,16299,6.8,17267,203,50,20.3,1629.9,0.5,0.4423076923076923,0.5384615384615384,9.735009727562824,9.771954162574279,9.698920386794853,9.756610356675369,7.432957068692635,7.396887288662872
23,1,1,6,10,7,2,1,1,0,17520,7.4,19706,239,73,-1127,471,23.9,1752.0,14,3,0,10,6,10,0,0,0,0,18647,7.2,19235,239,55,23.9,1864.7,1.0,0.6216216216216216,0.375,9.771155440487087,9.888729181560583,9.833494180715594,9.864538802397552,7.469083884921234,7.5313915967779534
33,5,1,10,4,11,1,1,0,0,17593,7.0,17874,190,41,2596,1052,19.0,1759.3,20,4,0,4,10,5,0,0,0,0,14997,6.6,16822,207,52,20.7,1499.7,1.0,0.6226415094339622,0.7142857142857143,9.77531321381262,9.791158367562208,9.615672137861335,9.730502276719161,7.473239528051926,7.313686944901944
17,3,0,7,7,9,0,0,0,0,16323,7.2,18362,213,44,-451,336,21.3,1632.3,63,5,1,7,7,10,1,1,0,0,16774,6.8,18026,219,44,21.9,1677.4,0.0,0.2125,0.5,9.700391696525696,9.81809304951918,9.727644961839882,9.799625913002037,7.398357787059093,7.425596237642033
43,3,1,2,4,1,1,1,0,0,15377,7.0,17617,229,56,-166,-712,22.9,1537.7,79,7,0,4,2,2,0,0,0,0,15543,7.0,18329,214,47,21.4,1554.3,1.0,0.3524590163934426,0.3333333333333333,9.640693195592126,9.776676385669742,9.651429991057276,9.816294340833752,7.338693183063333,7.349423732050514
18,3,1,11,6,16,1,1,0,0,19364,7.4,19292,232,49,3356,2257,23.2,1936.4,18,3,0,6,11,9,0,0,0,0,16008,6.8,17035,198,41,19.8,1600.8,1.0,0.5,0.6470588235294118,9.871222591948852,9.867497614802973,9.680906343078094,9.743084031043104,7.569102146992285,7.3788832758895815
18,0,0,3,4,6,1,1,0,0,14988,6.4,15830,214,52,-1093,-1958,21.4,1498.8,13,5,1,4,3,4,0,0,0,0,16081,6.8,17788,237,44,23.7,1608.1,1.0,0.5806451612903226,0.42857142857142855,9.615071877730596,9.669725322073777,9.685455913108095,9.78633556772527,7.313087044867289,7.3834302954651045
16,2,1,9,4,10,1,1,0,0,17779,7.2,19282,220,52,2178,1829,22.0,1777.9,11,2,0,4,9,2,0,0,0,0,15601,6.8,17453,244,56,24.4,1560.1,1.0,0.5925925925925926,0.6923076923076923,9.785829509067895,9.866979157719605,9.655154390148258,9.767324127723256,7.483750474731224,7.353145979962621
36,2,1,3,4,2,0,0,0,0,15211,6.8,18224,234,53,-834,-1333,23.4,1521.1,16,4,0,4,3,2,1,1,0,0,16045,7.4,19557,217,73,21.7,1604.5,0.0,0.6923076923076923,0.42857142857142855,9.62983986904815,9.81054955687686,9.6832148763136,9.88113968887222,7.327846239285621,7.381190513529568
18,2,1,8,4,18,0,0,0,0,17691,7.0,18548,222,60,3544,2399,22.2,1769.1,14,3,0,4,8,4,0,0,0,0,14147,6.4,16149,184,44,18.4,1414.7,0.0,0.5625,0.6666666666666666,9.780867838988218,9.828171158226679,9.557328550325371,9.689675328650802,7.478791321147111,7.255379387400452
18,2,0,5,9,7,0,0,0,0,15089,6.4,16002,182,32,-2349,-2678,18.2,1508.9,17,4,1,9,5,7,1,1,0,0,17438,7.0,18680,201,54,20.1,1743.8,0.0,0.5142857142857142,0.35714285714285715,9.621787551761894,9.680531483645991,9.766464356369461,9.835262243540562,7.319798702450424,7.4643952148874195
17,1,1,5,6,5,0,0,0,0,16781,6.8,18303,222,48,679,1400,22.2,1678.1,17,0,0,6,5,6,1,1,0,0,16102,6.6,16903,192,57,19.2,1610.2,0.0,0.5,0.45454545454545453,9.728062162430014,9.814874894179525,9.686760869017997,9.735305559295893,7.426013214565423,7.3847345219642975
14,0,0,5,9,3,0,0,0,0,15905,6.8,17772,203,43,-1798,-1804,20.3,1590.5,14,4,1,9,5,5,1,1,0,0,17703,7.0,19576,218,58,21.8,1770.3,0.0,0.5,0.35714285714285715,9.67445167551708,9.785435730759993,9.781545881730885,9.882110686776542,7.3724322467221475,7.479469019258551
21,5,1,13,3,9,1,1,0,0,19329,7.0,19021,246,36,6000,5033,24.6,1932.9,36,3,0,3,13,5,1,0,1,0,13329,6.0,13988,142,56,14.2,1332.9,0.5,0.3684210526315789,0.8125,9.869413572202376,9.853351483042331,9.497772413172754,9.546026585476431,7.5672939683682525,7.195862261146998
16,3,0,4,5,5,0,0,0,0,15375,6.8,17114,200,56,-1270,-2363,20.0,1537.5,17,0,1,5,4,1,1,1,0,0,16645,7.2,19477,273,60,27.3,1664.5,0.0,0.48484848484848486,0.4444444444444444,9.640563131210074,9.747710550964285,9.71992522630604,9.877040902521145,7.338563194762097,7.417880657633734
16,3,0,7,4,5,1,1,0,0,16283,7.2,19282,206,63,-30,1427,20.6,1628.3,15,1,1,4,7,5,0,0,0,0,16313,7.0,17855,217,48,21.7,1631.3,1.0,0.5161290322580645,0.6363636363636364,9.69793830962287,9.866979157719605,9.699778913860525,9.790094865181038,7.3959057537089095,7.39774534215999
19,1,1,6,10,3,1,0,1,0,15222,6.4,16160,192,38,-2558,-2878,19.2,1522.2,56,7,0,10,6,15,1,1,0,0,17780,7.2,19038,205,49,20.5,1778.0,0.5,0.25333333333333335,0.375,9.630562721059254,9.690356211348643,9.785885750455948,9.854244785957677,7.328568664037101,7.483806687665835
13,3,0,4,10,1,0,0,0,0,16172,6.8,18087,219,69,-1867,555,21.9,1617.2,17,1,1,10,4,18,0,0,0,0,18039,6.8,17532,202,60,20.2,1803.9,0.0,0.43333333333333335,0.2857142857142857,9.69109846411978,9.803004013957805,9.800346793616615,9.771840098470129,7.3890696993737395,7.498260467570203
16,15,1,6,7,6,2,1,1,0,16940,6.8,17580,222,39,90,-819,22.2,1694.0,40,2,0,7,6,5,0,0,0,0,16850,7.0,18399,219,48,21.9,1685.0,1.0,0.2857142857142857,0.46153846153846156,9.737491998340946,9.774574052442789,9.732165281200542,9.820105943597078,7.43543801981455,7.430114138561801
